TABNAME,LANGUAGE,TEXT
PA0077,E,HR Master Record: Infotype 0077 (Additional Personal Data)
PA0083,D,Personal-Stammsatz Infotyp 0083 (Abgeltungen)
PA0083,E,HR Master Record: Infotype 0083 (Leave Compensation)
PA0105,D,Personal-Stammsatz Infotyp 0105 (Kommunikationen)
PA0105,E,HR Master Record: Infotype 0105 (Communications)
PA0169,D,Personal-Stammsatz Infotyp 0169 (VermÃ¶gensbildungsplan)
PA0169,E,HR Master Record: Infotype 0169 (Savings Plan)
PA0171,D,Personal-Stammsatz Infotyp 0171 (Allg. ArbgLeistInformation)
PA0171,E,HR Master Record: Infotype 0171 (Gen. Benefits Information)
PA0183,E,HR Master Record: Infotype 0183 [Awards] (SG)
PA0185,D,Personalstammsatz: Infotyp 0185 [Identifikation] (UG)
PA0185,E,HR Master Record: Infotype 0185 [Identification] (SG)
PA0222,D,Personal-Stammsatz Infotyp 0222 (Firmenwagen GB)
PA0222,E,HR Master Record for Infotype 0222 (Company Cars GB)
PA0278,D,Personal-Stammsatz Infotyp 0278 (Grunddaten PK [CH])
PA0278,E,HR Master Record: Infotype 0278 (Basic Data PF [CH])
PA0279,D,Personal-Stammsatz Infotyp 0279 (Indiv. Werte zur PK [CH])
PA0279,E,HR Master Record: Infotype 0279 (Individual Values PF [CH])
PA0416,D,Infotyp Zeitkontingentabgeltung Datenbanktabelle
PA0416,E,Time Quota Compensation Infotype: Database Table
PA0900,D,Personal-Stammsatz Infotyp 0900 (Vertriebsdaten)
PA0900,E,HR Master Record: Infotype 0900 (Sales Data)
PA2001,D,Personalzeitsatz-Infotyp 2001 (Abwesenheiten)
PA2001,E,HR Time Record: Infotype 2001 (Absences)
PA2002,D,Personalzeitsatz-Infotyp 2002 (Anwesenheiten)
PA2002,E,HR Time Record: Infotype 2002 (Attendances)
PA2003,D,Personalzeitsatz Infotyp 2003 (Vertretung)
PA2003,E,HR Time Record: Infotype 2003 (Substitutions)
PA2004,D,Personalzeitsatz Infotyp 2004 (Bereitschaft)
PA2004,E,HR Time Record: Infotype 2004 (Availability)
PA2005,D,Personalzeitsatz-Infotyp 2005 (Mehrarbeit)
PA2005,E,HR Time Record: Infotype 2005 (Overtime)
PA2006,D,Personalzeitsatz-Infotyp 2006 (Abwesenheitskontingente)
PA2006,E,HR Time Record: Infotype 2006 (Absence Quotas)
PA2007,D,Personalzeitsatz Infotyp 2007 (Anwesenheitsgenehmigung)
PA2007,E,HR Time Record: Infotype 2007 (Attendance Quotas)
PA2010,D,Personalzeitsatz-Infotyp 2010 (Entgeltbelege)
PA2010,E,HR Time Record: Infotype 2010 (Employee Remuneration Info.)
PA2012,D,Personalzeitsatz-Infotyp 2012 (Saldokorrekturen)
PA2012,E,HR Time Record: Infotype 2012 (Time Transfer Specifications)
PA2013,D,Personalzeitsatz-Infotyp 2013 (Kontingentkorrekturen)
PA2013,E,HR Time Record: Infotype 2013 (Quota Corrections)
PAYR,E,Payment Medium File
PCL1,D,RP-Cluster 1
PCL1,E,HR Cluster 1
PLAB,D,Plan - Anordnungsbeziehungen
PLAB,E,Relationships
PLAS,D,Plan - Auswahl von Positionen
PLAS,E,Task list - selection of operations/activities
PLFL,D,Plan-Folgen
PLFL,E,Task list - sequences
PLKO,D,Plan - Kopf
PLKO,E,Task list - header
PLKZ,D,Plan: Zentralkopf
PLKZ,E,Task list: main header
PLMK,D,PrÃ¼fplanmerkmale
PLMK,E,Inspection plan characteristics
PLMZ,D,Zuordnungen StÃ¼cklistenpositionen zu ArbeitsvorgÃ¤ngen
PLMZ,E,Allocation of bill of material items to operations
PLPO,D,Plan: Vorgang
PLPO,E,Task list - operation/activity
PM0001,D,QM Langtext 
PM0001,E,QM long text 
PMCO,E,Cost structure of maintenance order
PM_ADRC,D,Adressen 
PM_ADRC,E,addresses 
PM_AFIH,D,PM Auftragskopf 
PM_AFIH,E,PM order header 
PM_AFKO_1,D,PPS Auftragskopf 
PM_AFKO_1,E,PPS order header 
PM_AFPO_1,D,Auftrag - Position 
PM_AFPO_1,E,Order - item 
PM_AFVC_1,D,Auftrag - Arbeitsvorgang 
PM_AFVC_1,E,Order - order process 
PM_AUFK_2,D,Serviceauftraege 
PM_AUFK_2,E,service orders 
PM_DRAD,D,Equipment - Verknuefung Dokument-Objekt 
PM_DRAD,E,equipment - link document-object 
PM_EQKT,D,Equipment - Kurztexte 
PM_EQKT,E,Equipment short texts 
PM_EQUI_1,D,Equipment Stammdaten 
PM_EQUI_1,E,Equipment master data 
PM_EQUI_2,D,Auftrag - Equipment Stammdaten 
PM_EQUI_2,E,Order - equipment master data 
PM_EQUZ,D,Equipment - Info zum Statusobjekt 
PM_EQUZ,E,Equipment info of status object 
PM_IFLOALT,D,Kennz.system 
PM_IFLOALT,E,Label system 
PM_IFLOS,D,Kennzeichnungen 
PM_IFLOS,E,Labels 
PM_IFLOTX_1,D,Technischer Platz: Kurztexte 
PM_IFLOTX_1,E,Functional location: Short texts 
PM_IFLOTX_2,D,Auftrag - Technischer Platz: Kurztexte 
PM_IFLOTX_2,E,Order functional location: Short texts 
PM_IFLOT_1,D,Technischer Platz 
PM_IFLOT_1,E,Functional location 
PM_IFLOT_2,D,Auftrag Techn. Platz 
PM_IFLOT_2,E,order functional location 
PM_IHPA_1,D,Instandhaltung: Partner 
PM_IHPA_1,E,Plant Maintenance: Partner 
PM_IHPA_2,D,Equipment - Instandhaltung: Partner 
PM_IHPA_2,E,equipment - maintenance: partner 
PM_IHPA_3,D,PM Inst.-Partner 
PM_IHPA_3,E,PM maint. partner 
PM_IHPA_4,D,Partner 
PM_IHPA_4,E,Partner 
PM_IHSG,D,Genehmigungen 
PM_IHSG,E,Approvals 
PM_ILOA_1,D,Standort und Kontierung 
PM_ILOA_1,E,location and account assignment 
PM_ILOA_2,D,Standort und Kontierung zum IH-Objekt 
PM_ILOA_2,E,location and account assignment to IH object 
PM_ILOA_3,D,Auftrag - Standort und Kontierung zum IH-Objekt 
PM_ILOA_3,E,order - location and account assignmentllocaa ion to IH-object 
PM_ILOA_4,D,Standort und Kontierung 
PM_ILOA_4,E,Location and account assignment 
PM_IP16,D,Wartungsplan anzeigen
PM_IP16,E,Display Maintenance Plan
PM_IW29,D,Meldungen anzeigen
PM_IW29,E,Display Notifications
PM_IW39,D,IH-Aufträge anzeigen
PM_IW39,E,Display PM orders
PM_KNA1,D,Auftrag - Kundenstamm (allgemeiner Teil) 
PM_KNA1,E,Order - customer master (general part) 
PM_MARA_1,D,Allgemeine Materialdaten 
PM_MARA_1,E,General material data 
PM_MARA_2,D,Allg. Mat. Daten Auftragskopf 
PM_MARA_2,E,gen. mat. data order header 
PM_MKVZ,D,Equipment - Lieferantenstamm [MKVZ]
PM_MKVZ,E,Equipment - vendor master [MKVZ]
PM_PRPS_1,D,PSP-Element 
PM_PRPS_1,E,PSP element 
PM_QM11,D,Servicemeldung [QM11]
PM_QM11,E,Service notification [QM11]
PM_QMEL_1,D,Auftrag - Qualitaetsmeldung 
PM_QMEL_1,E,Order - quality notification 
PM_QMFE,D,Qualitaetsmeldung - Positionen 
PM_QMFE,E,Quality notification items 
PM_QMIH,D,Instandhaltungsdaten 
PM_QMIH,E,maintenance data 
PM_QMMA,D,Qualitaetsmeldung - Aktionen 
PM_QMMA,E,Quality notification actions 
PM_QMSM,D,QM - Massnahmen 
PM_QMSM,E,QM tasks 
PM_QMUR,D,Qualitaetsmeldung - Ursachen 
PM_QMUR,E,Quality notification causes 
PM_QPCT,D,Massnahmentext 
PM_QPCT,E,Task text 
PM_QPGR,D,Codegruppen 
PM_QPGR,E,Code groups 
PM_TQ80_T,D,Meldungstext 
PM_TQ80_T,E,Notification text 
VOBJK,E,PM_VOBJK
PP0001,D,Auftragsposition 
PP0001,E,Order item 
PP0002,D,Materialverwendung 
PP0002,E,Where used list 
PP0003,D,Stueckliste Kopfdaten 
PP0003,E,Bill of materials header data 
PP0004,D,Stueckliste Positionsdaten 
PP0004,E,Bill of materials item data 
PP0005,D,Bill of materials item level 
PP0005,E,Bill of materials item level 
PP0006,D,Stueckliste Positionsdaten 
PP0006,E,Bill of materials item data 
PP0007,D,Zuordnung Positionen zu Vorgang 
PP0007,E,Allocation items to process 
PP0008,D,Arbeitsplan Kopf 
PP0008,E,Routing header 
PP0009,D,Langtext anzeige 
PP0009,E,Display long text 
PP0010,D,Kapazitaet/ Kopfdaten 
PP0010,E,Capacity / header data 
PP_CA03,D,Arbeitsplan [CA03]
PP_CA03,E,Routing [CA03]
PP_CM0,D,Arbeitsplatz [CM0/CR03/CR13 ]
PP_CM0,E,Work center [CM0 /CR03 /CR13 ]
PP_CO03,D,Produktionsauftrag [CO03/CO14 ]
PP_CO03,E,Production order [CO03 /CO14 ]
PP_CO14,D,Rueckmeldung [CO14]
PP_CO14,E,Confirmation [CO14]
PP_CRCA,D,Arbeitsplatz Kapazitaetszuordnung 
PP_CRCA,E,Work center capacity allocation 
PP_CRCO,D,Arbeitsplatz Kostenstellenzuordnung 
PP_CRCO,E,Work center cost center allocation 
PP_CRID,D,Einsatzmittel Objektidentifikation 
PP_CRID,E,Operating resources object identification 
PP_CRTX,D,Arbeitsplatz Kurzbezeichnung 
PP_CRTX,E,Work center short description 
PP_CS03,D,Materialstueckliste CS03]
PP_CS03,E,Bill of materials CS03]
PP_CS15,D,Materialverwendung [CS15]
PP_CS15,E,Use of materials [CS15]
PP_CS63,D,Auftragsstueckliste anzeigen [CS63]
PP_CS63,E,Display order BOM [CS63]
PP_CS73,D,Projektstueckliste [CS73]
PP_CS73,E,Project Material List (BOM) [CS73]
PP_KAKO,D,Kapazitaet Kopfsegment 
PP_KAKO,E,capacity head segment 
PP_KAKT,D,Kapazitaet Bezeichnung 
PP_KAKT,E,Capacity description 
PP_KAPA,D,Kapazitaet Schichtwerte 
PP_KAPA,E,Capacity shift values 
PP_KAPE,D,Kapazitaet Basiseinheit Zuordnung 
PP_KAPE,E,capacity base unit allocation 
PP_KAZY,D,Kapazitaet Angebotsintervalle 
PP_KAZY,E,Interval of available capacity 
PP_PLKO,D,Routing Overview 
PP_PLKO,E,Routing Overview 
PP_T024D,D,Materialdisponenten 
PP_T024D,E,MRP controllers 
PP_T416T,D,Texte zur Stuecklistenverwendung 
PP_T416T,E,Texts to bill of materials usage 
PRHI,D,Projektstrukturplan Kanten (Hierarchiezeiger)
PRHI,E,Work Breakdown Structure Edges (Hierarchy Pointer)
PROJ,D,Projektdefinition
PROJ,E,Project definition
PROJS,D,Standardprojektdefinition
PROJS,E,Standard project definition
PRPS,D,PSP-Element (Projektstrukturplanelement) Stammdaten
PRPS,E,WBS (Work Breakdown Structure) Element Master Data
PRST,D,Verbindung Projekt - StÃ¼ckliste
PRST,E,Project - BOM link
PRTE,E,Scheduling Data for Project Item
PS0001,D,PS System-Status 
PS0001,E,PS system status 
PS0002,D,PS Anw.-Status 
PS0002,E,PS Anw.-status 
PS0003,D,L-Text_PSP Element 
PS0003,E,L-Text_PSP element 
PS0004,D,L-Text Projekt 
PS0004,E,L-text project 
PS0005,D,L-Text AUFK 
PS0005,E,L-text AUFK 
PS0006,D,L-Text AVO 
PS0006,E,L-text AVO 
PS0007,D,Basis Detail 
PS0007,E,Base Detail 
PS0008,D,Entlastung Details 
PS0008,E,Relief Details 
PS0009,D,Zuschlag Details 
PS0009,E,Surcharge Details 
PS0010,D,Zuschlag Konditionen anzeigen 
PS0010,E,Show surcharge conditions 
PS_0001,D,KompNetzVorg 
PS_0001,E,Comp net proc 
PS_AFAB,D,Netzplananordnungsbeziehungen 
PS_AFAB,E,Network assignment relations 
PS_AFKO_2,D,Netzplaene 
PS_AFKO_2,E,Networks 
PS_AFPO_2,D,Auftragspositionen 
PS_AFPO_2,E,Order items 
PS_AFPO_3,D,PS Netz-Pos 
PS_AFPO_3,E,PS net item 
PS_AFVC_2,D,Auftrag Vorgaenge 
PS_AFVC_2,E,Order processes 
PS_AFVC_3,D,PS Netzplan-AVO 
PS_AFVC_3,E,PS network AVO 
PS_AFVU,D,Netz AVO-User-Felder 
PS_AFVU,E,Net AVO-user-fields 
PS_AFVV,D,Netz AVO-Mengen 
PS_AFVV,E,Net AVO-quantities 
PS_BSEG_2,D,Belegsegment Buchhaltung 
PS_BSEG_2,E,document segment accounting 
PS_CJI3,D,Projekt Einzelposten Istkosten [CJI3/ S_ALR_87013531]
PS_CJI3,E,Project Line items Actual costs [CJI3 / S_ALR_87013531]
PS_CJI5_1,D,Projekt Einzelposten Obligo [CJI5]
PS_CJI5_1,E,Project Line Item Commitment [CJI5]
PS_CN41,D,Projektinformationssystem [CN41]
PS_CN41,E,Project Information System [CN41]
PS_CN42N,D,Projektdefinition [CN42N/ CJ08/ CJ20N]
PS_CN42N,E,Project definition [CN42N / CJ08 / CJ20N]
PS_CN43N,D,PSP-Element Stammdaten [CN43N]
PS_CN43N,E,PSP element master data [CN43N]
PS_COBK_2,D,CO-Belege Kopfdaten 
PS_COBK_2,E,CO-documents header data 
PS_COBRA_2,D,Abrechnungsvorschrift anzeigen 
PS_COBRA_2,E,Display accounting rule 
PS_COEP_2,D,Einzelposten periodenbezogen 
PS_COEP_2,E,line item according to period 
PS_COSPP_1,D,Uebernahme der COSP-Tabelle Auftrag auf Projekt 
PS_COSPP_1,E,Transfer of COSP-chart order on project 
PS_COSP_1,D,Summen Kosten - externe Buchnungen 
PS_COSP_1,E,total costs - external postings 
PS_COSS_3,D,Summen Kosten - interne Buchungen 
PS_COSS_3,E,total costs - internal postings 
PS_EVOP,D,Netz AVO-Parameter 
PS_EVOP,E,Net AVO parameters 
PS_MLST,D,Meilenstein 
PS_MLST,E,Milestone 
PS_MLTX,D,Meilensteinbezeichnung 
PS_MLTX,E,Milestone description 
PS_PLAB,D,Arbeitsplan Anordnungsbeziehungen 
PS_PLAB,E,Task list / relationships 
PS_PROJS,D,Standard Projektdefinition 
PS_PROJS,E,PSP elements 
PS_PRPS_2,D,PSP Element 
PS_PRPS_2,E,PSP element 
PS_PRPS_3,D,PSP-Element 
PS_PRPS_3,E,PSP element 
PS_PRPS_4,D,PSP-Element 
PS_PRPS_4,E,PSP element 
PS_QMEL_2,D,QualitÃ¤tsmeldung 
PS_QMEL_2,E,Quality notificatin 
PS_S_ALR_87005104,D,Kalkulationsschema anzeigen [S_ALR_87005104/ KZS2]
PS_S_ALR_87005104,E,Calculation scheme display [S_ALR_87005104 / KZS2]
PS_TCN01,D,Schlagworte 
PS_TCN01,E,Key words 
QALS,D,PrÃ¼flossatz
QALS,E,Inspection lot record
QALT,D,Teillos
QALT,E,Partial lot
QAMB,D,QM: Link zw. PrÃ¼flos und Materialbelegen
QAMB,E,QM: Link Between Inspection Lot and Material Document
QAVE,D,PrÃ¼fabwicklung : Verwendungsentscheid
QAVE,E,Inspection processing: Usage decision
QBEW,D,Bewertung Projektbestand
QBEW,E,Project Stock Valuation
QDDR,D,Dynamisierungsregel (Kopf)
QDDR,E,Dynamic modification rule (header)
QDPS,D,PrÃ¼fstufen zu einer Dynamisierungsregel
QDPS,E,Inspection stages for a dynamic modification rule
QDPST,D,PrÃ¼fstufen: Texte
QDPST,E,Inspection Stages: Texts
QDQL,D,QualitÃ¤tslage
QDQL,E,Quality level
QINF,D,QM-Informationssatz zu Material und Lieferant
QINF,E,QM-info record for material and vendor
QMEL,D,QualitÃ¤tsmeldunq
QMEL,E,Quality Notification
QMFE,D,Qualitaetsmeldung - Positionen
QMFE,E,Quality notification - items
QMIH,D,Qualitaetsmeldung - Abschnitt Instandhaltungsdaten
QMIH,E,Quality message - maintenance data excerpt
QMMA,D,Qualitaetsmeldung - Aktionen
QMMA,E,Quality notification - activities
QMSM,D,Qualitaetsmeldung - MaÃŸnahmen
QMSM,E,Quality notification - tasks
QMUR,D,Qualitaetsmeldung - Ursachen
QMUR,E,Quality notification - causes
QM_QA33_1,D,Prueflossatz [QA33]
QM_QA33_1,E,Inspection lot [QA33]
QM_QA33_2,D,Teillos [QA33]
QM_QA33_2,E,Partial lot [QA33]
QM_QA33_3,D,Link Prueflos und Materialbelegen [QA33]
QM_QA33_3,E,Inspection lot/ material doc [QA33]
QM_QA33_4,D,Verwendungsentscheid [QA33]
QM_QA33_4,E,Usage decision [QA33]
QM_QDL3,D,Qualitaetslage anzeigen [QDL3]
QM_QDL3,E,Quality level [QDL3]
QM_QDR3_1,D,Dynamisierungsregel [QDR3]
QM_QDR3_1,E,Dynamic modification rule [QDR3]
QM_QDR3_2,D,Pruefstufen [QDR3]
QM_QDR3_2,E,Inspection stages [QDR3]
QM_QDR3_4,D,Text: PrÃ¼fstufen [QDR3]
QM_QDR3_4,E,Text: Inspection stages [QDR3]
QM_QI03,D,Q-Infosatz anzeigen [QI03]
QM_QI03,E,Q info record [QI03]
QM_QM03,D,Meldungen [QM03]
QM_QM03,E,Display notification [QM03]
QM_QPGT,D,Text: Codegruppe 
QM_QPGT,E,Text: Code group 
QPCT,D,Code-Texte
QPCT,E,Code texts
QPGR,D,PrÃ¼fkatalog Codegruppen
QPGR,E,Inspection catalog code groups
QPGT,D,Codegruppen-Texte
QPGT,E,Code group texts
RBCO,D,Belegposition Eingangsrechnung Kontierung
RBCO,E,Document Item Incoming Invoice Account Assignment
RBKP,D,Belegkopf Eingangsrechnung
RBKP,E,Document Header: Invoice Receipt
RBKP_BLOCKED,D,Logistik-RechnungsprÃ¼fung: Gesperrte Rechnungen
RBKP_BLOCKED,E,Logistics Invoice Verification: Blocked Invoices
RBMA,D,Belegposition Eingangsrechnung Material
RBMA,E,Document Item: Incoming Invoice for Material
RBTX,D,Steuern Eingangsrechnung
RBTX,E,Taxes: Incoming Invoice
RBWS,D,Quellensteuerdaten Eingangsrechnung
RBWS,E,Withholding Tax Data Incoming Invoice
RBWT,D,Quellensteuerdaten Eingangsrechnung
RBWT,E,Withholding Tax Data Incoming Invoice
REGUH,E,Settlement data from payment program
REGUP,E,Processed items from payment program
RESB,D,Reservierung/SekundÃ¤rbedarf
RESB,E,Reservation/dependent requirements
RPSCO,E,Project info database: Costs revenues finances
RSEG,D,Belegposition Eingangsrechnung
RSEG,E,Document Item: Incoming Invoice
S001,D,VIS: Kundenstatistik
S001,E,SIS: Customer Statistics
S002,D,VIS: VerkaufsbÃ¼rostatistik
S002,E,SIS: Sales Office Statistics
S004,D,VIS: Produkt/Verkaufsorganisation/Vertriebsweg
S004,E,SIS: Product/Sales Organization/Distribution Channel
S005,D,VIS: Versandstelle/Route/Spediteur/Land des EmpfÃ¤ngers
S005,E,SIS: Shipping Point/Route/Forwarding Agent/Receiving Country
S012,D,Einkauf
S012,E,Purchasing
SD0001,D,Verkaufsbelege nach Partner 
SD0001,E,Sales document partner 
SD0002,D,kaufmaennische Daten 
SD0002,E,Sales document: business data 
SD0003,D,Auftragspositionssuche 
SD0003,E,Order item search 
SD0004,D,KA Kopftext 
SD0004,E,SO header text 
SD0005,D,KA Positionstext 
SD0005,E,SO item text 
SD0006,D,Konditionsarten 
SD0006,E,condition types 
SD0007,D,Billing Document List 
SD0007,E,Billing Document List 
SD0008,D,CO-PA Ergebnisbericht 
SD0008,E,CO-PA profitability report 
SD0009,D,Kopftext 
SD0009,E,Headertext 
SD0010,D,Einzelposten Teex 
SD0010,E,Item Text 
SD0011,D,Aussenhandel 
SD0011,E,Foreign Trade 
SD0012,D,Kunden Vertriebsdaten & Partnerrollen 
SD0012,E,Customer / sales data & partner func. 
SD0013,D,Text: Fakturaart 
SD0013,E,Text: Invoice Type SD 
SD0014,D,Konditionen 
SD0014,E,conditions 
SD_A004,D,Materialkonditionen 
SD_A004,E,material conditions 
SD_CE1ER01,D,CO-PA Einzelposten anzeigen 
SD_CE1ER01,E,CO-PA display line item 
SD_COSPP_2,D,Uebernahme der COSP-Tabelle Auftrag zum Projekt 
SD_COSPP_2,E,transfer of COSP-table order to project 
SD_COSP_2,D,Summen Kosten - externe Buchungen 
SD_COSP_2,E,total costs - external entries 
SD_COSS_2,D,Summen Kosten - interne Buchungen 
SD_COSS_2,E,total costs - internal entries 
SD_DD07T_1,D,DD: Texte zu Domaenenfestwerten 
SD_DD07T_1,E,DD: Texts for Domain Fixed Values (Language-Dependent) 
SD_DD07T_2,D,Verkaufsauftrag Statustyp 
SD_DD07T_2,E,sales order status type 
SD_DD07T_3,D,Text: Fakturakopftext 
SD_DD07T_3,E,Text: Outgoing Invoice Header 
SD_KONH,D,Konditionsstamm 
SD_KONH,E,Conditions master 
SD_KONM,D,Konditionen Mengenstaffel 
SD_KONM,E,Conditions quantity scale 
SD_KONP,D,Konditionen Positionen 
SD_KONP,E,Conditions items 
SD_KONV,D,KA Konditionen (Vorgangsdaten) 
SD_KONV,E,KA conditions (transaction data) 
SD_KONW,D,Konditionen Wertstaffel 
SD_KONW,E,Conditions value scale 
SD_MCTC,D,VIS Materialanalyse [MCTC]
SD_MCTC,E,VIS material analysis [MCTC]
SD_MCTE,D,VIS VkOrg-Analyse [MCTE]
SD_MCTE,E,VIS Sales Organisation analysis [MCTE]
SD_MCTK,D,VIS Versandstelle-Analyse [MCTK]
SD_MCTK,E,VIS Delivery Plant analysis [MCTK]
SD_S001,D,VIS Auswertung 
SD_S001,E,VIS analysis 
SD_S002_1,D,VIS Verkaufsbueraustatistik 
SD_S002_1,E,VIS sales office statistics 
SD_S002_2,D,VIS Verkaufsbueraustatistik 
SD_S002_2,E,VIS sales office statistics 
SD_SDBLBDDL,D,Liste gesperrte Fakturen [SDBLBDDL]
SD_SDBLBDDL,E,List of blocked invoices [SDBLBDDL]
SD_SDD1,D,Doppelte Verkaufsbelege im Zeitraum [SDD1]
SD_SDD1,E,Duplicate Sales Documents in Period [SDD1]
SD_T685T,D,Konditionstyp 
SD_T685T,E,Condition type 
SD_TPART,D,Text: Partnerrolle 
SD_TPART,E,Text: Partner Function 
SD_TSPAT,D,Text: Vertriebssparte 
SD_TSPAT,E,Text: Sales divisions 
SD_TVAGT,D,Absagegrund Text 
SD_TVAGT,E,Rejection reason 
SD_TVAKT,D,Text: Verkaufsbelegarten SD 
SD_TVAKT,E,Text: Salesdocument Type SD 
SD_TVBST,D,Text: Fakturasperre Lieferstatus 
SD_TVBST,E,Text: SD Documents Processing Status 
SD_TVFST,D,Text: Fakturasperre Grund 
SD_TVFST,E,Text: Billing blocking Reason 
SD_TVGRT,D,Text: Verkaeufergruppe 
SD_TVGRT,E,Text: Sales groups 
SD_TVKBT,D,Text: Verkaufsbuero 
SD_TVKBT,E,Text: Sales office 
SD_TVKOT,D,Text: Verkaufsorganisation 
SD_TVKOT,E,Text: Sales organisation 
SD_TVROT,D,Text: Route 
SD_TVROT,E,Text: Routes 
SD_TVSTT,D,Text: Versandstellen 
SD_TVSTT,E,Text: Shipping Point 
SD_TVTWT,D,Text: Vertriebsweg 
SD_TVTWT,E,Text: Sales Point 
SD_VA03,D,Kundenauftrag anzeigen [VA03]
SD_VA03,E,Sales Order display [VA03]
SD_VA05_1,D,Kundenauftraege [S_ALR_87012995/VA05]
SD_VA05_1,E,customer orders [S_ALR_87012995 /VA05]
SD_VA05_2,D,Verkaufsbeleg Liste Positionen [VA05/ S_AL0_96000488]
SD_VA05_2,E,Order item search [VA05 / S_AL0_96000488]
SD_VA23,D,Angebote / Angebotsliste anzeigen [VA23/ VA25]
SD_VA23,E,Quotations display [VA23 / VA25]
SD_VA33_1,D,Lieferplan / Lieferplanliste anzeigen SD [VA33/ VA35]
SD_VA33_1,E,Scheduling Agreement SD display [VA33 / VA35]
SD_VA43_1,D,Kontrakt / Kontraktliste anzeigen SD [VA43/ VA45]
SD_VA43_1,E,Contract SD display [VA43 / VA45]
SD_VB8,D,Liste Bonusabsprachen [VB(8]
SD_VB8,E,List of Rebate Agreements [VB(8]
SD_VBAK_1,D,Kundenangebot 
SD_VBAK_1,E,Customer quotation 
SD_VBAK_2,D,Ist/Plan/KdU kumuliert IPN 
SD_VBAK_2,E,Actual/target/KdU cumulative IPN 
SD_VBAK_3,D,Kundenkontrakt 
SD_VBAK_3,E,Customer Contract 
SD_VBAP_1,D,Kundenauftrag Positionen 
SD_VBAP_1,E,Customer order items 
SD_VBAP_2,D,Kundenangebot Positionsdaten 
SD_VBAP_2,E,customer quotation item data 
SD_VBAP_3,D,Verkaufsbeleg Positionsdaten 
SD_VBAP_3,E,sales document item data 
SD_VBAP_4,D,Kundenauftraerge Positionsdaten 
SD_VBAP_4,E,customer orders item data 
SD_VBAP_5,D,Vertriebsbeleg/ Positionen 
SD_VBAP_5,E,Sales doc. / items 
SD_VBEP_1,D,Verkaufsauftrag Einplanung 
SD_VBEP_1,E,sales order planning 
SD_VBEP_2,D,Kundenangebot Einteilungsdaten 
SD_VBEP_2,E,Customer quotation schedule line data 
SD_VBFA,D,Vertriebsbeleg Belegfluss 
SD_VBFA,E,Sales doc. / document flow 
SD_VBKD_1,D,Kundenangebot 
SD_VBKD_1,E,customer quotation 
SD_VBKD_2,D,Bestelldaten 
SD_VBKD_2,E,order data 
SD_VBPA,D,Kundenangebot Partner 
SD_VBPA,E,customer quotation partner 
SD_VBRP,D,Faktura/ Positionen 
SD_VBRP,E,SD Invoice / items 
SD_VBUK,D,Kundenauftrag Status 
SD_VBUK,E,Sales order status 
SD_VD03,D,Debitor-Kunden-Stammdaten Vetriebsbereiche [VD03]
SD_VD03,E,Debtor-customer master data Sales area [VD03]
SD_VEDA,D,Kundenangebot Vertragsdaten 
SD_VEDA,E,Customer quotation contract data 
SD_VF03_1,D,SD-Fakturen [VF03]
SD_VF03_1,E,SD invoices [VF03]
SD_VF05_3,D,Fakturen Liste [VF05]
SD_VF05_3,E,Billing document list [VF05]
SD_VL03N_1,D,Lieferungen SD [S_AL0_96000489/ VL03N]
SD_VL03N_1,E,Delivery SD [S_AL0_96000489 / VL03N]
SD_VL03N_2,D,Lieferung Positionsdaten SD [VL03N]
SD_VL03N_2,E,Delivery / item data SD [VL03N]
SD_VTTK,D,Transport anzeigen 
SD_VTTK,E,Display shipment 
SD_V_23,D,Zur Faktura gesperrte Verkaufsbelege [V.23]
SD_V_23,E,Release Sales Orders for Billing [V.23]
SD_V_26,D,Liste Verkaufsbelege nach Objektstatus [V.26]
SD_V_26,E,List of sales documents by object status [V.26]
SEATLEAF,E,
SETHEADER,D,Setkopf und Setverzeichnis
SETHEADER,E,Set Header and Directory
SETHEADERT,D,Kurzbeschreibung zu Sets
SETHEADERT,E,Short Description of Sets
SETLEAF,D,Werte in Sets
SETLEAF,E,Values in Sets
SETNODE,D,Untergeordnete Sets in Sets
SETNODE,E,Lower-level sets in sets
SKA1,D,Sachkontenstamm (Kontenplan)
SKA1,E,G/L Account Master (Chart of Accounts)
SKAT,D,Sachkontenstamm (Kontenplan: Bezeichnung)
SKAT,E,G/L Account Master Record (Chart of Accounts: Description)
SKB1,D,Sachkontenstamm (Buchungskreis)
SKB1,E,G/L account master (company code)
STAS,D,StÃ¼cklisten - Auswahl von Positionen
STAS,E,BOMs - Item Selection
STKO,D,StÃ¼cklistenkopf
STKO,E,BOM Header
STPO,D,StÃ¼cklistenposition
STPO,E,BOM item
STXH,D,STXD SAPscript Text-Datei Header
STXH,E,STXD SAPscript text file header
STXL,D,STXD SAPscript Text-Datei Lines
STXL,E,STXD SAPscript text file lines
STZU,D,ZeitunabhÃ¤ngige StÃ¼cklistendaten
STZU,E,Permanent BOM data
SWOR,D,Klassifizierungssytem: SchlagwÃ¶rter
SWOR,E,Classification System: Keywords
SYS0006,D,Tabellen mit Daten
SYS0006,E,Tables with data
T000,D,Mandanten
T000,E,Clients
T001,D,Buchungskreise
T001,E,Company Codes
T001A,D,Steuerung der zusÃ¤tzlichen HauswÃ¤hrungen zum Buchungskreis
T001A,E,Additional Local Currencies Control for Company Code
T001K,D,Bewertungskreis
T001K,E,Valuation area
